"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] MovieTitleJaccard record1Value","[0] MovieTitleJaccard record2Value","[0] MovieTitleJaccard record1PreprocessedValue","[0] MovieTitleJaccard record2PreprocessedValue","[0] MovieTitleJaccard similarity","[0] MovieTitleJaccard postproccesedSimilarity","[1] MovieDirectorJaccard record1Value","[1] MovieDirectorJaccard record2Value","[1] MovieDirectorJaccard record1PreprocessedValue","[1] MovieDirectorJaccard record2PreprocessedValue","[1] MovieDirectorJaccard similarity","[1] MovieDirectorJaccard postproccesedSimilarity","[2] MovieProducerJaccard record1Value","[2] MovieProducerJaccard record2Value","[2] MovieProducerJaccard record1PreprocessedValue","[2] MovieProducerJaccard record2PreprocessedValue","[2] MovieProducerJaccard similarity","[2] MovieProducerJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","dbpedia_id_10034","HM_id_4039","0.0",,"Suburbicon","Superfast!","Suburbicon","Superfast!","0.0","0.0","George Clooney","Jason Friedberg","George Clooney","Jason Friedberg","0.0","0.0","George Clooney","Jason Friedberg","George Clooney","Jason Friedberg","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4243","HM_id_3902","0.4",,"Once Upon a Time in Hong Kong (2021 film)","Once Upon a Time in Venice","Once Upon a Time in Hong Kong (2021 film)","Once Upon a Time in Venice","0.5","0.5","Wong Jing","Mark Cullen","Wong Jing","Mark Cullen","0.0","0.0","Stanley Tong","Mark Cullen","Stanley Tong","Mark Cullen","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9373","HM_id_3918","0.0",,"Superbad","Survivor","Superbad","Survivor","0.0","0.0","Greg Mottola","James McTeigue","Greg Mottola","James McTeigue","0.0","0.0","Judd Apatow","Philip Shelby","Judd Apatow","Philip Shelby","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4144","HM_id_4313","0.26666666666666666",,"The Warlords","The Watch","The Warlords","The Watch","0.3333333333333333","0.3333333333333333","Peter Ho-sun Chan","Akiva Schaffer","Peter Ho-sun Chan","Akiva Schaffer","0.0","0.0","Peter Ho-sun Chan","Jared Stern","Peter Ho-sun Chan","Jared Stern","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9181","HM_id_2539","0.3",,"The Believers","The Beach","The Believers","The Beach","0.3333333333333333","0.3333333333333333","John Schlesinger","Danny Boyle","John Schlesinger","Danny Boyle","0.0","0.0","John Schlesinger","John Hodge","John Schlesinger","John Hodge","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","dbpedia_id_9181","HM_id_2538","0.26666666666666666",,"The Believers","The Beaver","The Believers","The Beaver","0.3333333333333333","0.3333333333333333","John Schlesinger","Jodie Foster","John Schlesinger","Jodie Foster","0.0","0.0","John Schlesinger","Kyle Killen","John Schlesinger","Kyle Killen","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1921","HM_id_3918","0.0",,"Superdad","Survivor","Superdad","Survivor","0.0","0.0","Vincent McEveety","James McTeigue","Vincent McEveety","James McTeigue","0.0","0.0","Bill Anderson","Philip Shelby","Bill Anderson","Philip Shelby","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8993","HM_id_2382","0.26666666666666666",,"The Jayhawkers!","The Jacket","The Jayhawkers!","The Jacket","0.3333333333333333","0.3333333333333333","Melvin Frank","John Maybury","Melvin Frank","John Maybury","0.0","0.0","Melvin Frank","Tom Bleecker","Melvin Frank","Tom Bleecker","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5434","HM_id_2968","0.9","1","Meet the Parents","Meet the Parents","Meet the Parents","Meet the Parents","1.0","1.0","Jay Roach","Jay Roach","Jay Roach","Jay Roach","1.0","1.0","Jane Rosenthal","Greg Glienna","Jane Rosenthal","Greg Glienna","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8685","HM_id_2251","0.22857142857142856",,"The Trial of the Chicago 7","The Tree of Life","The Trial of the Chicago 7","The Tree of Life","0.2857142857142857","0.2857142857142857","Aaron Sorkin","Terrence Malick","Aaron Sorkin","Terrence Malick","0.0","0.0","Marc E. Platt","Terrence Malick","Marc E. Platt","Terrence Malick","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_791","HM_id_2551","0.26666666666666666",,"The Anomaly","The Animatrix","The Anomaly","The Animatrix","0.3333333333333333","0.3333333333333333","Noel Clarke","Peter Chung","Noel Clarke","Peter Chung","0.0","0.0","Noel Clarke","Lilly Wachowski","Noel Clarke","Lilly Wachowski","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8685","HM_id_2250","0.2",,"The Trial of the Chicago 7","The Trials of Cate McCall","The Trial of the Chicago 7","The Trials of Cate McCall","0.25","0.25","Aaron Sorkin","Karen Moncrieff","Aaron Sorkin","Karen Moncrieff","0.0","0.0","Marc E. Platt","Karen Moncrieff","Marc E. Platt","Karen Moncrieff","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1251","HM_id_4801","0.9",,"Big Stan","Big Stan","Big Stan","Big Stan","1.0","1.0","Rob Schneider","Rob Schneider","Rob Schneider","Rob Schneider","1.0","1.0","John Schneider","Josh Lieb","John Schneider","Josh Lieb","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6426","HM_id_4496","0.0",,"Yolki","Youth","Yolki","Youth","0.0","0.0","Ignas Jonynas","Xiaogang Feng","Ignas Jonynas","Xiaogang Feng","0.0","0.0","Timur Bekmambetov","Geling Yan","Timur Bekmambetov","Geling Yan","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3143","HM_id_2152","0.7400000000000001","1","Under the Tuscan Sun (film)","Under the Tuscan Sun","Under the Tuscan Sun (film)","Under the Tuscan Sun","0.8","0.8","Audrey Wells","Audrey Wells","Audrey Wells","Audrey Wells","1.0","1.0","Audrey Wells","Frances Mayes","Audrey Wells","Frances Mayes","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4153","HM_id_2340","0.45",,"The Matrix Revolutions","The Matrix Reloaded","The Matrix Revolutions","The Matrix Reloaded","0.5","0.5","Lana and Lilly Wachowski","Lana Wachowski","Lana and Lilly Wachowski","Lana Wachowski","0.5","0.5","Joel Silver","Lilly Wachowski","Joel Silver","Lilly Wachowski","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4161","HM_id_4299","0.0",,"Bullitt","Bullet","Bullitt","Bullet","0.0","0.0","Peter Yates","Nick Lyon","Peter Yates","Nick Lyon","0.0","0.0","Philip D'Antoni","Nick Lyon","Philip D'Antoni","Nick Lyon","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2098","HM_id_1841","0.0",,"Desmundo","Deception","Desmundo","Deception","0.0","0.0","Alain Fresnot","Marcel Langenegger","Alain Fresnot","Marcel Langenegger","0.0","0.0","Alain Fresnot","Mark Bomback","Alain Fresnot","Mark Bomback","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9739","HM_id_1901","0.9","1","The Last Witch Hunter","The Last Witch Hunter","The Last Witch Hunter","The Last Witch Hunter","1.0","1.0","Breck Eisner","Breck Eisner","Breck Eisner","Breck Eisner","1.0","1.0","Mark Canton","Cory Goodman","Mark Canton","Cory Goodman","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6908","HM_id_4222","0.9","1","Lara Croft: Tomb Raider","Lara Croft: Tomb Raider","Lara Croft: Tomb Raider","Lara Croft: Tomb Raider","1.0","1.0","Simon West","Simon West","Simon West","Simon West","1.0","1.0","Colin Wilson","Sara B. Cooper","Colin Wilson","Sara B. Cooper","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4097","HM_id_3732","0.9","1","A Man Apart","A Man Apart","A Man Apart","A Man Apart","1.0","1.0","F. Gary Gray","F. Gary Gray","F. Gary Gray","F. Gary Gray","1.0","1.0","Tucker Tooley","Christian Gudegast","Tucker Tooley","Christian Gudegast","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4183","HM_id_1937","0.26666666666666666",,"The Informant!","The Intern","The Informant!","The Intern","0.3333333333333333","0.3333333333333333","Steven Soderbergh","Nancy Meyers","Steven Soderbergh","Nancy Meyers","0.0","0.0","Gregory Jacobs","Nancy Meyers","Gregory Jacobs","Nancy Meyers","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3260","HM_id_1368","0.0",,"Untraceable","Unlocked","Untraceable","Unlocked","0.0","0.0","Gregory Hoblit","Michael Apted","Gregory Hoblit","Michael Apted","0.0","0.0","Gary Lucchesi","Peter O'Brien","Gary Lucchesi","Peter O'Brien","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5305","HM_id_2056","0.9","1","X-Men: First Class","X-Men: First Class","X-Men: First Class","X-Men: First Class","1.0","1.0","Matthew Vaughn","Matthew Vaughn","Matthew Vaughn","Matthew Vaughn","1.0","1.0","Bryan Singer","Ashley Miller","Bryan Singer","Ashley Miller","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3667","HM_id_1092","0.0",,"Woodshock","Wonderstruck","Woodshock","Wonderstruck","0.0","0.0","Kate Mulleavy","Todd Haynes","Kate Mulleavy","Todd Haynes","0.0","0.0","Michael Costigan","Brian Selznick","Michael Costigan","Brian Selznick","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9069","HM_id_4649","0.26666666666666666",,"The Waterboy","The Warning","The Waterboy","The Warning","0.3333333333333333","0.3333333333333333","Frank Coraci","Daniel Calparsoro","Frank Coraci","Daniel Calparsoro","0.0","0.0","Robert Simonds","Patxi Amezcua","Robert Simonds","Patxi Amezcua","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7957","HM_id_3799","0.9",,"Session 9","Session 9","Session 9","Session 9","1.0","1.0","Brad Anderson","Brad Anderson","Brad Anderson","Brad Anderson","1.0","1.0","Michael Williams","Brad Anderson","Michael Williams","Brad Anderson","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8323","HM_id_1666","0.0",,"Cosmoball","Confirmation","Cosmoball","Confirmation","0.0","0.0","Dzhanik Fayziev","Rick Famuyiwa","Dzhanik Fayziev","Rick Famuyiwa","0.0","0.0","Dzhanik Fayziev","Susannah Grant","Dzhanik Fayziev","Susannah Grant","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9218","HM_id_1592","0.0",,"De-Lovely","Desierto","De-Lovely","Desierto","0.0","0.0","Irwin Winkler","Jonás Cuarón","Irwin Winkler","Jonás Cuarón","0.0","0.0","Irwin Winkler","Jonás Cuarón","Irwin Winkler","Jonás Cuarón","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8665","HM_id_3802","0.9",,"The Music of Silence","The Music of Silence","The Music of Silence","The Music of Silence","1.0","1.0","Michael Radford","Michael Radford","Michael Radford","Michael Radford","1.0","1.0","Jordi Mollà","Anna Pavignano","Jordi Mollà","Anna Pavignano","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_424","HM_id_4723","0.0",,"Kandireega","Kaala","Kandireega","Kaala","0.0","0.0","Santosh Srinivas","Pa. Ranjith","Santosh Srinivas","Pa. Ranjith","0.0","0.0","Bellamkonda Suresh","Shivgopal Krishna","Bellamkonda Suresh","Shivgopal Krishna","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_377","HM_id_2842","0.0",,"Paheli","ParaNorman","Paheli","ParaNorman","0.0","0.0","Amol Palekar","Chris Butler","Amol Palekar","Chris Butler","0.0","0.0","Gauri Khan","Chris Butler","Gauri Khan","Chris Butler","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_377","HM_id_2840","0.0",,"Paheli","Parker","Paheli","Parker","0.0","0.0","Amol Palekar","Taylor Hackford","Amol Palekar","Taylor Hackford","0.0","0.0","Gauri Khan","John J. McLaughlin","Gauri Khan","John J. McLaughlin","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8194","HM_id_1421","0.0",,"Charro!","CHIPS","Charro!","CHIPS","0.0","0.0","Charles Marquis Warren","Dax Shepard","Charles Marquis Warren","Dax Shepard","0.0","0.0","Charles Marquis Warren","Rick Rosner","Charles Marquis Warren","Rick Rosner","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2773","HM_id_1700","0.0",,"Anomalisa","Anesthesia","Anomalisa","Anesthesia","0.0","0.0","Charlie Kaufman","Tim Blake Nelson","Charlie Kaufman","Tim Blake Nelson","0.0","0.0","Charlie Kaufman","Tim Blake Nelson","Charlie Kaufman","Tim Blake Nelson","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5168","HM_id_4251","0.0",,"Virtuosity","Vikingdom","Virtuosity","Vikingdom","0.0","0.0","Brett Leonard","Yusry Abd Halim","Brett Leonard","Yusry Abd Halim","0.0","0.0","Gary Lucchesi","James Coyne","Gary Lucchesi","James Coyne","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5351","HM_id_2329","0.26666666666666666",,"The Musketeer","The Muppets","The Musketeer","The Muppets","0.3333333333333333","0.3333333333333333","Peter Hyams","James Bobin","Peter Hyams","James Bobin","0.0","0.0","Moshe Diamant","Jason Segel","Moshe Diamant","Jason Segel","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3657","HM_id_1673","0.0",,"Crossing Hennessy","Crazy Heart","Crossing Hennessy","Crazy Heart","0.0","0.0","Ivy Ho","Scott Cooper","Ivy Ho","Scott Cooper","0.0","0.0","Nansun Shi","Scott Cooper","Nansun Shi","Scott Cooper","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_377","HM_id_2846","0.0",,"Paheli","Pandorum","Paheli","Pandorum","0.0","0.0","Amol Palekar","Christian Alvart","Amol Palekar","Christian Alvart","0.0","0.0","Gauri Khan","Travis Milloy","Gauri Khan","Travis Milloy","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3260","HM_id_1336","0.0",,"Untraceable","Una","Untraceable","Una","0.0","0.0","Gregory Hoblit","Benedict Andrews","Gregory Hoblit","Benedict Andrews","0.0","0.0","Gary Lucchesi","David Harrower","Gary Lucchesi","David Harrower","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3260","HM_id_3997","0.0",,"Untraceable","Unforgettable","Untraceable","Unforgettable","0.0","0.0","Gregory Hoblit","Denise Di Novi","Gregory Hoblit","Denise Di Novi","0.0","0.0","Gary Lucchesi","Christina Hodson","Gary Lucchesi","Christina Hodson","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7272","HM_id_3969","0.0",,"Flightplan","Flatliners","Flightplan","Flatliners","0.0","0.0","Robert Schwentke","Niels Arden Oplev","Robert Schwentke","Niels Arden Oplev","0.0","0.0","Brian Grazer","Peter Filardi","Brian Grazer","Peter Filardi","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9136","HM_id_1404","0.7666666666666667",,"The Lost City of Z (film)","The Lost City of Z","The Lost City of Z (film)","The Lost City of Z","0.8333333333333334","0.8333333333333334","James Gray","James Gray","James Gray","James Gray","1.0","1.0"," James Gray","James Gray"," James Gray","James Gray","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1523","HM_id_1819","0.4",,"The Hunger Games: Catching Fire","The Hunger Games: Mockingjay - Part 2","The Hunger Games: Catching Fire","The Hunger Games: Mockingjay - Part 2","0.375","0.375","Francis Lawrence","Francis Lawrence","Francis Lawrence","Francis Lawrence","1.0","1.0","Nina Jacobson","Peter Craig","Nina Jacobson","Peter Craig","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_380","HM_id_4774","0.0",,"Subramaniapuram","SuperFly","Subramaniapuram","SuperFly","0.0","0.0","M. Sasikumar","Director X.","M. Sasikumar","Director X.","0.0","0.0","M. Sasikumar","Alex Tse","M. Sasikumar","Alex Tse","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_962","HM_id_2479","0.26666666666666666",,"The Dissident","The Dictator","The Dissident","The Dictator","0.3333333333333333","0.3333333333333333","Bryan Fogel","Larry Charles","Bryan Fogel","Larry Charles","0.0","0.0","Bryan Fogel","Sacha Baron Cohen","Bryan Fogel","Sacha Baron Cohen","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2530","HM_id_2645","0.48",,"Song of the South","Song of the Sea","Song of the South","Song of the Sea","0.6","0.6","Wilfred Jackson","Tomm Moore","Wilfred Jackson","Tomm Moore","0.0","0.0","Walt Disney","Will Collins","Walt Disney","Will Collins","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5233","HM_id_1717","0.6666666666666667",,"My Big Fat Greek Wedding","My Big Fat Greek Wedding 2","My Big Fat Greek Wedding","My Big Fat Greek Wedding 2","0.8333333333333334","0.8333333333333334","Joel Zwick","Kirk Jones","Joel Zwick","Kirk Jones","0.0","0.0","Gary Goetzman","Nia Vardalos","Gary Goetzman","Nia Vardalos","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4421","HM_id_1618","0.26666666666666666",,"The Sheepman","The Shallows","The Sheepman","The Shallows","0.3333333333333333","0.3333333333333333","George Marshall","Jaume Collet-Serra","George Marshall","Jaume Collet-Serra","0.0","0.0","Edmund Grainger","Anthony Jaswinski","Edmund Grainger","Anthony Jaswinski","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1131","HM_id_3210","0.0",,"Housesitter","Home","Housesitter","Home","0.0","0.0","Frank Oz","Tim Johnson","Frank Oz","Tim Johnson","0.0","0.0","Brian Grazer","Tom J. Astle","Brian Grazer","Tom J. Astle","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7825","HM_id_4353","0.0",,"Freeheld","Freetown","Freeheld","Freetown","0.0","0.0","Peter Sollett","Garrett Batty","Peter Sollett","Garrett Batty","0.0","0.0","Cynthia Wade","Melissa Leilani Larson","Cynthia Wade","Melissa Leilani Larson","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1261","HM_id_3810","0.34285714285714286",,"Once upon a Crime","Once Upon a Time in Anatolia","Once upon a Crime","Once Upon a Time in Anatolia","0.42857142857142855","0.42857142857142855","Eugene Levy","Nuri Bilge Ceylan","Eugene Levy","Nuri Bilge Ceylan","0.0","0.0","Dino De Laurentiis","Ercan Kesal","Dino De Laurentiis","Ercan Kesal","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3330","HM_id_4099","0.26666666666666666",,"The Man from Snowy River (1982 film)","The Man from Earth: Holocene","The Man from Snowy River (1982 film)","The Man from Earth: Holocene","0.3333333333333333","0.3333333333333333","George T. Miller","Richard Schenkman","George T. Miller","Richard Schenkman","0.0","0.0","Simon Wincer","Emerson Bixby","Simon Wincer","Emerson Bixby","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_377","HM_id_2839","0.0",,"Paheli","Parkland","Paheli","Parkland","0.0","0.0","Amol Palekar","Peter Landesman","Amol Palekar","Peter Landesman","0.0","0.0","Gauri Khan","Peter Landesman","Gauri Khan","Peter Landesman","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_377","HM_id_2837","0.0",,"Paheli","Paycheck","Paheli","Paycheck","0.0","0.0","Amol Palekar","John Woo","Amol Palekar","John Woo","0.0","0.0","Gauri Khan","Philip K. Dick","Gauri Khan","Philip K. Dick","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3443","HM_id_4714","0.26666666666666666",,"The Babymakers","The Babysitter","The Babymakers","The Babysitter","0.3333333333333333","0.3333333333333333","Jay Chandrasekhar","McG","Jay Chandrasekhar","McG","0.0","0.0","Jay Chandrasekhar","Brian Duffield","Jay Chandrasekhar","Brian Duffield","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5504","HM_id_3938","0.26666666666666666",,"The Conjuring","The Cobbler","The Conjuring","The Cobbler","0.3333333333333333","0.3333333333333333","James Wan","Tom McCarthy","James Wan","Tom McCarthy","0.0","0.0","Peter Safran","Tom McCarthy","Peter Safran","Tom McCarthy","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9142","HM_id_3189","0.2",,"How to Lose Friends & Alienate People (film)","How to Lose a Guy in 10 Days","How to Lose Friends & Alienate People (film)","How to Lose a Guy in 10 Days","0.25","0.25","Robert B. Weide","Donald Petrie","Robert B. Weide","Donald Petrie","0.0","0.0","Elizabeth Karlsen","Michele Alexander","Elizabeth Karlsen","Michele Alexander","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5351","HM_id_2331","0.26666666666666666",,"The Musketeer","The Mule","The Musketeer","The Mule","0.3333333333333333","0.3333333333333333","Peter Hyams","Tony Mahony","Peter Hyams","Tony Mahony","0.0","0.0","Moshe Diamant","Leigh Whannell","Moshe Diamant","Leigh Whannell","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4517","HM_id_2839","0.0",,"Passe-passe","Parkland","Passe-passe","Parkland","0.0","0.0","Tonie Marshall","Peter Landesman","Tonie Marshall","Peter Landesman","0.0","0.0","Tonie Marshall","Peter Landesman","Tonie Marshall","Peter Landesman","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_258","HM_id_1771","0.0",,"Deewaar","Deadpool","Deewaar","Deadpool","0.0","0.0","Yash Chopra","Tim Miller","Yash Chopra","Tim Miller","0.0","0.0","Gulshan Rai","Rhett Reese","Gulshan Rai","Rhett Reese","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4517","HM_id_2837","0.0",,"Passe-passe","Paycheck","Passe-passe","Paycheck","0.0","0.0","Tonie Marshall","John Woo","Tonie Marshall","John Woo","0.0","0.0","Tonie Marshall","Philip K. Dick","Tonie Marshall","Philip K. Dick","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4511","HM_id_2342","0.2",,"The Man Who Loved Cat Dancing (film)","The Man Who Shook the Hand of Vicente Fernandez","The Man Who Loved Cat Dancing (film)","The Man Who Shook the Hand of Vicente Fernandez","0.25","0.25","Richard C. Sarafian","Elia Petridis","Richard C. Sarafian","Elia Petridis","0.0","0.0","Eleanor Perry","Elia Petridis","Eleanor Perry","Elia Petridis","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8288","HM_id_4202","0.26666666666666666",,"The Gaucho","The Gateway","The Gaucho","The Gateway","0.3333333333333333","0.3333333333333333","F. Richard Jones","John V. Soto","F. Richard Jones","John V. Soto","0.0","0.0","Douglas Fairbanks","John V. Soto","Douglas Fairbanks","John V. Soto","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7357","HM_id_1271","0.0",,"Braveheart","Breathe","Braveheart","Breathe","0.0","0.0","Mel Gibson","Andy Serkis","Mel Gibson","Andy Serkis","0.0","0.0","Bruce Davey","William Nicholson","Bruce Davey","William Nicholson","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4183","HM_id_4186","0.26666666666666666",,"The Informant!","The Institute","The Informant!","The Institute","0.3333333333333333","0.3333333333333333","Steven Soderbergh","James Franco","Steven Soderbergh","James Franco","0.0","0.0","Gregory Jacobs","Matt Rager","Gregory Jacobs","Matt Rager","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1964","HM_id_2753","0.9","1","Righteous Kill","Righteous Kill","Righteous Kill","Righteous Kill","1.0","1.0","Jon Avnet","Jon Avnet","Jon Avnet","Jon Avnet","1.0","1.0","Avi Lerner","Russell Gewirtz","Avi Lerner","Russell Gewirtz","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4423","HM_id_3584","0.5333333333333333",,"Born to Be Wild (1995 film)","Born to Be Wild","Born to Be Wild (1995 film)","Born to Be Wild","0.6666666666666666","0.6666666666666666","John Gray","David Lickley","John Gray","David Lickley","0.0","0.0","Robert Newmyer","Drew Fellman","Robert Newmyer","Drew Fellman","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8504","HM_id_1833","0.0",,"Dig!","Disgrace","Dig!","Disgrace","0.0","0.0","Ondi Timoner","Steve Jacobs","Ondi Timoner","Steve Jacobs","0.0","0.0","Ondi Timoner","J.M. Coetzee","Ondi Timoner","J.M. Coetzee","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2625","HM_id_3332","0.0",,"Flatliners","Flyboys","Flatliners","Flyboys","0.0","0.0","Joel Schumacher","Tony Bill","Joel Schumacher","Tony Bill","0.0","0.0","Michael Douglas","Phil Sears","Michael Douglas","Phil Sears","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2625","HM_id_3331","0.0",,"Flatliners","Flypaper","Flatliners","Flypaper","0.0","0.0","Joel Schumacher","Rob Minkoff","Joel Schumacher","Rob Minkoff","0.0","0.0","Michael Douglas","Jon Lucas","Michael Douglas","Jon Lucas","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2625","HM_id_3334","0.0",,"Flatliners","Flightplan","Flatliners","Flightplan","0.0","0.0","Joel Schumacher","Robert Schwentke","Joel Schumacher","Robert Schwentke","0.0","0.0","Michael Douglas","Peter A. Dowling","Michael Douglas","Peter A. Dowling","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2625","HM_id_3333","0.0",,"Flatliners","Flipped","Flatliners","Flipped","0.0","0.0","Joel Schumacher","Rob Reiner","Joel Schumacher","Rob Reiner","0.0","0.0","Michael Douglas","Rob Reiner","Michael Douglas","Rob Reiner","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3583","HM_id_2983","0.9","1","Maps to the Stars","Maps to the Stars","Maps to the Stars","Maps to the Stars","1.0","1.0","David Cronenberg","David Cronenberg","David Cronenberg","David Cronenberg","1.0","1.0","Martin Katz","Bruce Wagner","Martin Katz","Bruce Wagner","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2625","HM_id_3336","0.0",,"Flatliners","Flight","Flatliners","Flight","0.0","0.0","Joel Schumacher","Robert Zemeckis","Joel Schumacher","Robert Zemeckis","0.0","0.0","Michael Douglas","John Gatins","Michael Douglas","John Gatins","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6126","HM_id_1479","1.0","1","The Love Witch","The Love Witch","The Love Witch","The Love Witch","1.0","1.0","Anna Biller","Anna Biller","Anna Biller","Anna Biller","1.0","1.0","Anna Biller","Anna Biller","Anna Biller","Anna Biller","1.0","1.0"
"LinearCombinationMatchingRule","dbpedia_id_8250","HM_id_2645","0.26666666666666666",,"Son of the Gods","Song of the Sea","Son of the Gods","Song of the Sea","0.3333333333333333","0.3333333333333333","Frank Lloyd","Tomm Moore","Frank Lloyd","Tomm Moore","0.0","0.0","Frank Lloyd","Will Collins","Frank Lloyd","Will Collins","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8049","HM_id_1904","0.0",,"Bloody Mama","Black Mass","Bloody Mama","Black Mass","0.0","0.0","Roger Corman","Scott Cooper","Roger Corman","Scott Cooper","0.0","0.0","James H. Nicholson","Mark Mallouk","James H. Nicholson","Mark Mallouk","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2026","HM_id_4411","0.16000000000000003",,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Child of the Sahara","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Child of the Sahara","0.2","0.2","Andrew Adamson","Laurent Merlin","Andrew Adamson","Laurent Merlin","0.0","0.0","Mark Johnson","Laurent Merlin","Mark Johnson","Laurent Merlin","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2625","HM_id_3337","0.0",,"Flatliners","Flawless","Flatliners","Flawless","0.0","0.0","Joel Schumacher","Michael Radford","Joel Schumacher","Michael Radford","0.0","0.0","Michael Douglas","Edward Anderson","Michael Douglas","Edward Anderson","0.0","0.0"
